Province/State,Country/Region,Latitude,Longitude,Date,Confirmed,Deaths,Recovered,Active,WHO Region,Case_Fatality_Rate,Recovery_Rate
Anhui,China,31.8257,117.2264,2020-01-22,1,0,0,1,Western Pacific,0.0,0.0
Beijing,China,40.1824,116.4142,2020-01-22,14,0,0,14,Western Pacific,0.0,0.0
Chongqing,China,30.0572,107.874,2020-01-22,6,0,0,6,Western Pacific,0.0,0.0
Fujian,China,26.0789,117.9874,2020-01-22,1,0,0,1,Western Pacific,0.0,0.0
Guangdong,China,23.3417,113.4244,2020-01-22,26,0,0,26,Western Pacific,0.0,0.0
Guangxi,China,23.8298,108.7881,2020-01-22,2,0,0,2,Western Pacific,0.0,0.0
Guizhou,China,26.8154,106.8748,2020-01-22,1,0,0,1,Western Pacific,0.0,0.0
Hainan,China,19.1959,109.7453,2020-01-22,4,0,0,4,Western Pacific,0.0,0.0
Hebei,China,39.549,116.1306,2020-01-22,1,0,0,1,Western Pacific,0.0,0.0
Henan,China,37.8957,114.9042,2020-01-22,5,0,0,5,Western Pacific,0.0,0.0
Hubei,China,30.9756,112.2707,2020-01-22,444,17,28,399,Western Pacific,0.038288288288288286,0.06306306306306306
Hunan,China,27.6104,111.7088,2020-01-22,4,0,0,4,Western Pacific,0.0,0.0
Jiangsu,China,32.9711,119.455,2020-01-22,1,0,0,1,Western Pacific,0.0,0.0
Jiangxi,China,27.614,115.7221,2020-01-22,2,0,0,2,Western Pacific,0.0,0.0
Liaoning,China,41.2956,122.6085,2020-01-22,2,0,0,2,Western Pacific,0.0,0.0
Macau,China,22.1667,113.55,2020-01-22,1,0,0,1,Western Pacific,0.0,0.0
Ningxia,China,37.2692,106.1655,2020-01-22,1,0,0,1,Western Pacific,0.0,0.0
Shandong,China,36.3427,118.1498,2020-01-22,2,0,0,2,Western Pacific,0.0,0.0
Shanghai,China,31.202,121.4491,2020-01-22,9,0,0,9,Western Pacific,0.0,0.0
Shanxi,China,37.5777,112.2922,2020-01-22,1,0,0,1,Western Pacific,0.0,0.0
Sichuan,China,30.6171,102.7103,2020-01-22,5,0,0,5,Western Pacific,0.0,0.0
Tianjin,China,39.3054,117.323,2020-01-22,4,0,0,4,Western Pacific,0.0,0.0
Yunnan,China,24.974,101.487,2020-01-22,1,0,0,1,Western Pacific,0.0,0.0
Zhejiang,China,29.1832,120.0934,2020-01-22,10,0,0,10,Western Pacific,0.0,0.0
Unknown,Japan,36.204824,138.252924,2020-01-22,2,0,0,2,Western Pacific,0.0,0.0
Unknown,South Korea,35.907757,127.766922,2020-01-22,1,0,0,1,Western Pacific,0.0,0.0
Unknown,Taiwan*,23.7,121.0,2020-01-22,1,0,0,1,Western Pacific,0.0,0.0
Unknown,Thailand,15.870032,100.992541,2020-01-22,2,0,0,2,South-East Asia,0.0,0.0
Unknown,US,40.0,-100.0,2020-01-22,1,0,0,1,Americas,0.0,0.0
Anhui,China,31.8257,117.2264,2020-01-23,9,0,0,9,Western Pacific,0.0,0.0
Beijing,China,40.1824,116.4142,2020-01-23,22,0,0,22,Western Pacific,0.0,0.0
Chongqing,China,30.0572,107.874,2020-01-23,9,0,0,9,Western Pacific,0.0,0.0
Fujian,China,26.0789,117.9874,2020-01-23,5,0,0,5,Western Pacific,0.0,0.0
Gansu,China,35.7518,104.2861,2020-01-23,2,0,0,2,Western Pacific,0.0,0.0
Guangdong,China,23.3417,113.4244,2020-01-23,32,0,2,30,Western Pacific,0.0,0.0625
Guangxi,China,23.8298,108.7881,2020-01-23,5,0,0,5,Western Pacific,0.0,0.0
Guizhou,China,26.8154,106.8748,2020-01-23,3,0,0,3,Western Pacific,0.0,0.0
Hainan,China,19.1959,109.7453,2020-01-23,5,0,0,5,Western Pacific,0.0,0.0
Hebei,China,39.549,116.1306,2020-01-23,1,1,0,0,Western Pacific,1.0,0.0
Heilongjiang,China,47.862,127.7615,2020-01-23,2,0,0,2,Western Pacific,0.0,0.0
Henan,China,37.8957,114.9042,2020-01-23,5,0,0,5,Western Pacific,0.0,0.0
Hong Kong,China,22.3,114.2,2020-01-23,2,0,0,2,Western Pacific,0.0,0.0
Hubei,China,30.9756,112.2707,2020-01-23,444,17,28,399,Western Pacific,0.038288288288288286,0.06306306306306306
Hunan,China,27.6104,111.7088,2020-01-23,9,0,0,9,Western Pacific,0.0,0.0
Jiangsu,China,32.9711,119.455,2020-01-23,5,0,0,5,Western Pacific,0.0,0.0
Jiangxi,China,27.614,115.7221,2020-01-23,7,0,0,7,Western Pacific,0.0,0.0
Jilin,China,43.6661,126.1923,2020-01-23,1,0,0,1,Western Pacific,0.0,0.0
Liaoning,China,41.2956,122.6085,2020-01-23,3,0,0,3,Western Pacific,0.0,0.0
Macau,China,22.1667,113.55,2020-01-23,2,0,0,2,Western Pacific,0.0,0.0
Ningxia,China,37.2692,106.1655,2020-01-23,1,0,0,1,Western Pacific,0.0,0.0
Shaanxi,China,35.1917,108.8701,2020-01-23,3,0,0,3,Western Pacific,0.0,0.0
Shandong,China,36.3427,118.1498,2020-01-23,6,0,0,6,Western Pacific,0.0,0.0
Shanghai,China,31.202,121.4491,2020-01-23,16,0,0,16,Western Pacific,0.0,0.0
Shanxi,China,37.5777,112.2922,2020-01-23,1,0,0,1,Western Pacific,0.0,0.0
Sichuan,China,30.6171,102.7103,2020-01-23,8,0,0,8,Western Pacific,0.0,0.0
Tianjin,China,39.3054,117.323,2020-01-23,4,0,0,4,Western Pacific,0.0,0.0
Xinjiang,China,41.1129,85.2401,2020-01-23,2,0,0,2,Western Pacific,0.0,0.0
Yunnan,China,24.974,101.487,2020-01-23,2,0,0,2,Western Pacific,0.0,0.0
Zhejiang,China,29.1832,120.0934,2020-01-23,27,0,0,27,Western Pacific,0.0,0.0
Unknown,Japan,36.204824,138.252924,2020-01-23,2,0,0,2,Western Pacific,0.0,0.0
Unknown,South Korea,35.907757,127.766922,2020-01-23,1,0,0,1,Western Pacific,0.0,0.0
Unknown,Singapore,1.2833,103.8333,2020-01-23,1,0,0,1,Western Pacific,0.0,0.0
Unknown,Taiwan*,23.7,121.0,2020-01-23,1,0,0,1,Western Pacific,0.0,0.0
Unknown,Thailand,15.870032,100.992541,2020-01-23,3,0,0,3,South-East Asia,0.0,0.0
Unknown,US,40.0,-100.0,2020-01-23,1,0,0,1,Americas,0.0,0.0
Unknown,Vietnam,14.058324,108.277199,2020-01-23,2,0,0,2,Western Pacific,0.0,0.0
Anhui,China,31.8257,117.2264,2020-01-24,15,0,0,15,Western Pacific,0.0,0.0
Beijing,China,40.1824,116.4142,2020-01-24,36,0,1,35,Western Pacific,0.0,0.027777777777777776
Chongqing,China,30.0572,107.874,2020-01-24,27,0,0,27,Western Pacific,0.0,0.0
Fujian,China,26.0789,117.9874,2020-01-24,10,0,0,10,Western Pacific,0.0,0.0
Gansu,China,35.7518,104.2861,2020-01-24,2,0,0,2,Western Pacific,0.0,0.0
Guangdong,China,23.3417,113.4244,2020-01-24,53,0,2,51,Western Pacific,0.0,0.03773584905660377
Guangxi,China,23.8298,108.7881,2020-01-24,23,0,0,23,Western Pacific,0.0,0.0
Guizhou,China,26.8154,106.8748,2020-01-24,3,0,0,3,Western Pacific,0.0,0.0
Hainan,China,19.1959,109.7453,2020-01-24,8,0,0,8,Western Pacific,0.0,0.0
Hebei,China,39.549,116.1306,2020-01-24,2,1,0,1,Western Pacific,0.5,0.0
Heilongjiang,China,47.862,127.7615,2020-01-24,4,1,0,3,Western Pacific,0.25,0.0
Henan,China,37.8957,114.9042,2020-01-24,9,0,0,9,Western Pacific,0.0,0.0
Hong Kong,China,22.3,114.2,2020-01-24,2,0,0,2,Western Pacific,0.0,0.0
Hubei,China,30.9756,112.2707,2020-01-24,549,24,31,494,Western Pacific,0.04371584699453552,0.056466302367941715
Hunan,China,27.6104,111.7088,2020-01-24,24,0,0,24,Western Pacific,0.0,0.0
Inner Mongolia,China,44.0935,113.9448,2020-01-24,1,0,0,1,Western Pacific,0.0,0.0
Jiangsu,China,32.9711,119.455,2020-01-24,9,0,0,9,Western Pacific,0.0,0.0
Jiangxi,China,27.614,115.7221,2020-01-24,18,0,0,18,Western Pacific,0.0,0.0
Jilin,China,43.6661,126.1923,2020-01-24,3,0,0,3,Western Pacific,0.0,0.0
Liaoning,China,41.2956,122.6085,2020-01-24,4,0,0,4,Western Pacific,0.0,0.0
Macau,China,22.1667,113.55,2020-01-24,2,0,0,2,Western Pacific,0.0,0.0
Ningxia,China,37.2692,106.1655,2020-01-24,2,0,0,2,Western Pacific,0.0,0.0
Shaanxi,China,35.1917,108.8701,2020-01-24,5,0,0,5,Western Pacific,0.0,0.0
Shandong,China,36.3427,118.1498,2020-01-24,15,0,0,15,Western Pacific,0.0,0.0
Shanghai,China,31.202,121.4491,2020-01-24,20,0,1,19,Western Pacific,0.0,0.05
Shanxi,China,37.5777,112.2922,2020-01-24,1,0,0,1,Western Pacific,0.0,0.0
Sichuan,China,30.6171,102.7103,2020-01-24,15,0,0,15,Western Pacific,0.0,0.0
Tianjin,China,39.3054,117.323,2020-01-24,8,0,0,8,Western Pacific,0.0,0.0
Xinjiang,China,41.1129,85.2401,2020-01-24,2,0,0,2,Western Pacific,0.0,0.0
Yunnan,China,24.974,101.487,2020-01-24,5,0,0,5,Western Pacific,0.0,0.0
Zhejiang,China,29.1832,120.0934,2020-01-24,43,0,1,42,Western Pacific,0.0,0.023255813953488372
Unknown,France,46.2276,2.2137,2020-01-24,2,0,0,2,Europe,0.0,0.0
Unknown,Japan,36.204824,138.252924,2020-01-24,2,0,0,2,Western Pacific,0.0,0.0
Unknown,South Korea,35.907757,127.766922,2020-01-24,2,0,0,2,Western Pacific,0.0,0.0
Unknown,Singapore,1.2833,103.8333,2020-01-24,3,0,0,3,Western Pacific,0.0,0.0
Unknown,Taiwan*,23.7,121.0,2020-01-24,3,0,0,3,Western Pacific,0.0,0.0
Unknown,Thailand,15.870032,100.992541,2020-01-24,5,0,0,5,South-East Asia,0.0,0.0
Unknown,US,40.0,-100.0,2020-01-24,2,0,0,2,Americas,0.0,0.0
Unknown,Vietnam,14.058324,108.277199,2020-01-24,2,0,0,2,Western Pacific,0.0,0.0
Anhui,China,31.8257,117.2264,2020-01-25,39,0,0,39,Western Pacific,0.0,0.0
Beijing,China,40.1824,116.4142,2020-01-25,41,0,2,39,Western Pacific,0.0,0.04878048780487805
Chongqing,China,30.0572,107.874,2020-01-25,57,0,0,57,Western Pacific,0.0,0.0
Fujian,China,26.0789,117.9874,2020-01-25,18,0,0,18,Western Pacific,0.0,0.0
Gansu,China,35.7518,104.2861,2020-01-25,4,0,0,4,Western Pacific,0.0,0.0
Guangdong,China,23.3417,113.4244,2020-01-25,78,0,2,76,Western Pacific,0.0,0.02564102564102564
Guangxi,China,23.8298,108.7881,2020-01-25,23,0,0,23,Western Pacific,0.0,0.0
Guizhou,China,26.8154,106.8748,2020-01-25,4,0,0,4,Western Pacific,0.0,0.0
Hainan,China,19.1959,109.7453,2020-01-25,19,0,0,19,Western Pacific,0.0,0.0
Hebei,China,39.549,116.1306,2020-01-25,8,1,0,7,Western Pacific,0.125,0.0
Heilongjiang,China,47.862,127.7615,2020-01-25,9,1,0,8,Western Pacific,0.1111111111111111,0.0
Henan,China,37.8957,114.9042,2020-01-25,32,0,0,32,Western Pacific,0.0,0.0
Hong Kong,China,22.3,114.2,2020-01-25,5,0,0,5,Western Pacific,0.0,0.0
Hubei,China,30.9756,112.2707,2020-01-25,761,40,32,689,Western Pacific,0.052562417871222074,0.04204993429697766
Hunan,China,27.6104,111.7088,2020-01-25,43,0,0,43,Western Pacific,0.0,0.0
Inner Mongolia,China,44.0935,113.9448,2020-01-25,7,0,0,7,Western Pacific,0.0,0.0
Jiangsu,China,32.9711,119.455,2020-01-25,18,0,1,17,Western Pacific,0.0,0.05555555555555555
Jiangxi,China,27.614,115.7221,2020-01-25,18,0,0,18,Western Pacific,0.0,0.0
Jilin,China,43.6661,126.1923,2020-01-25,4,0,0,4,Western Pacific,0.0,0.0
Liaoning,China,41.2956,122.6085,2020-01-25,17,0,0,17,Western Pacific,0.0,0.0
Macau,China,22.1667,113.55,2020-01-25,2,0,0,2,Western Pacific,0.0,0.0
Ningxia,China,37.2692,106.1655,2020-01-25,3,0,0,3,Western Pacific,0.0,0.0
Qinghai,China,35.7452,95.9956,2020-01-25,1,0,0,1,Western Pacific,0.0,0.0
Shaanxi,China,35.1917,108.8701,2020-01-25,15,0,0,15,Western Pacific,0.0,0.0
Shandong,China,36.3427,118.1498,2020-01-25,27,0,0,27,Western Pacific,0.0,0.0
Shanghai,China,31.202,121.4491,2020-01-25,33,0,1,32,Western Pacific,0.0,0.030303030303030304
Shanxi,China,37.5777,112.2922,2020-01-25,6,0,0,6,Western Pacific,0.0,0.0
Sichuan,China,30.6171,102.7103,2020-01-25,28,0,0,28,Western Pacific,0.0,0.0
Tianjin,China,39.3054,117.323,2020-01-25,10,0,0,10,Western Pacific,0.0,0.0
Xinjiang,China,41.1129,85.2401,2020-01-25,3,0,0,3,Western Pacific,0.0,0.0
Yunnan,China,24.974,101.487,2020-01-25,11,0,0,11,Western Pacific,0.0,0.0
Zhejiang,China,29.1832,120.0934,2020-01-25,62,0,1,61,Western Pacific,0.0,0.016129032258064516
Unknown,France,46.2276,2.2137,2020-01-25,3,0,0,3,Europe,0.0,0.0
Unknown,Japan,36.204824,138.252924,2020-01-25,2,0,0,2,Western Pacific,0.0,0.0
Unknown,South Korea,35.907757,127.766922,2020-01-25,2,0,0,2,Western Pacific,0.0,0.0
Unknown,Malaysia,4.210484,101.975766,2020-01-25,3,0,0,3,Western Pacific,0.0,0.0
Unknown,Nepal,28.1667,84.25,2020-01-25,1,0,0,1,South-East Asia,0.0,0.0
Unknown,Singapore,1.2833,103.8333,2020-01-25,3,0,0,3,Western Pacific,0.0,0.0
Unknown,Taiwan*,23.7,121.0,2020-01-25,3,0,0,3,Western Pacific,0.0,0.0
Unknown,Thailand,15.870032,100.992541,2020-01-25,7,0,0,7,South-East Asia,0.0,0.0
Unknown,US,40.0,-100.0,2020-01-25,2,0,0,2,Americas,0.0,0.0
Unknown,Vietnam,14.058324,108.277199,2020-01-25,2,0,0,2,Western Pacific,0.0,0.0
New South Wales,Australia,-33.8688,151.2093,2020-01-26,3,0,0,3,Western Pacific,0.0,0.0
Victoria,Australia,-37.8136,144.9631,2020-01-26,1,0,0,1,Western Pacific,0.0,0.0
Ontario,Canada,51.2538,-85.3232,2020-01-26,1,0,0,1,Americas,0.0,0.0
Anhui,China,31.8257,117.2264,2020-01-26,60,0,0,60,Western Pacific,0.0,0.0
Beijing,China,40.1824,116.4142,2020-01-26,68,0,2,66,Western Pacific,0.0,0.029411764705882353
Chongqing,China,30.0572,107.874,2020-01-26,75,0,0,75,Western Pacific,0.0,0.0
Fujian,China,26.0789,117.9874,2020-01-26,35,0,0,35,Western Pacific,0.0,0.0
Gansu,China,35.7518,104.2861,2020-01-26,7,0,0,7,Western Pacific,0.0,0.0
Guangdong,China,23.3417,113.4244,2020-01-26,111,0,2,109,Western Pacific,0.0,0.018018018018018018
Guangxi,China,23.8298,108.7881,2020-01-26,36,0,0,36,Western Pacific,0.0,0.0
Guizhou,China,26.8154,106.8748,2020-01-26,5,0,0,5,Western Pacific,0.0,0.0
Hainan,China,19.1959,109.7453,2020-01-26,22,0,0,22,Western Pacific,0.0,0.0
Hebei,China,39.549,116.1306,2020-01-26,13,1,0,12,Western Pacific,0.07692307692307693,0.0
Heilongjiang,China,47.862,127.7615,2020-01-26,15,1,0,14,Western Pacific,0.06666666666666667,0.0
Henan,China,37.8957,114.9042,2020-01-26,83,1,0,82,Western Pacific,0.012048192771084338,0.0
Hong Kong,China,22.3,114.2,2020-01-26,8,0,0,8,Western Pacific,0.0,0.0
Hubei,China,30.9756,112.2707,2020-01-26,1058,52,42,964,Western Pacific,0.04914933837429111,0.03969754253308128
Hunan,China,27.6104,111.7088,2020-01-26,69,0,0,69,Western Pacific,0.0,0.0
Inner Mongolia,China,44.0935,113.9448,2020-01-26,7,0,0,7,Western Pacific,0.0,0.0
Jiangsu,China,32.9711,119.455,2020-01-26,33,0,1,32,Western Pacific,0.0,0.030303030303030304
Jiangxi,China,27.614,115.7221,2020-01-26,36,0,0,36,Western Pacific,0.0,0.0
Jilin,China,43.6661,126.1923,2020-01-26,4,0,0,4,Western Pacific,0.0,0.0
Liaoning,China,41.2956,122.6085,2020-01-26,21,0,0,21,Western Pacific,0.0,0.0
Macau,China,22.1667,113.55,2020-01-26,5,0,0,5,Western Pacific,0.0,0.0
Ningxia,China,37.2692,106.1655,2020-01-26,4,0,0,4,Western Pacific,0.0,0.0
Qinghai,China,35.7452,95.9956,2020-01-26,1,0,0,1,Western Pacific,0.0,0.0
Shaanxi,China,35.1917,108.8701,2020-01-26,22,0,0,22,Western Pacific,0.0,0.0
Shandong,China,36.3427,118.1498,2020-01-26,46,0,0,46,Western Pacific,0.0,0.0
Shanghai,China,31.202,121.4491,2020-01-26,40,1,1,38,Western Pacific,0.025,0.025
Shanxi,China,37.5777,112.2922,2020-01-26,9,0,0,9,Western Pacific,0.0,0.0
Sichuan,China,30.6171,102.7103,2020-01-26,44,0,0,44,Western Pacific,0.0,0.0
Tianjin,China,39.3054,117.323,2020-01-26,14,0,0,14,Western Pacific,0.0,0.0
Xinjiang,China,41.1129,85.2401,2020-01-26,4,0,0,4,Western Pacific,0.0,0.0
Yunnan,China,24.974,101.487,2020-01-26,16,0,0,16,Western Pacific,0.0,0.0
Zhejiang,China,29.1832,120.0934,2020-01-26,104,0,1,103,Western Pacific,0.0,0.009615384615384616
Unknown,France,46.2276,2.2137,2020-01-26,3,0,0,3,Europe,0.0,0.0
Unknown,Japan,36.204824,138.252924,2020-01-26,4,0,1,3,Western Pacific,0.0,0.25
Unknown,South Korea,35.907757,127.766922,2020-01-26,3,0,0,3,Western Pacific,0.0,0.0
Unknown,Malaysia,4.210484,101.975766,2020-01-26,4,0,0,4,Western Pacific,0.0,0.0
Unknown,Nepal,28.1667,84.25,2020-01-26,1,0,0,1,South-East Asia,0.0,0.0
Unknown,Singapore,1.2833,103.8333,2020-01-26,4,0,0,4,Western Pacific,0.0,0.0
Unknown,Taiwan*,23.7,121.0,2020-01-26,4,0,0,4,Western Pacific,0.0,0.0
Unknown,Thailand,15.870032,100.992541,2020-01-26,8,0,2,6,South-East Asia,0.0,0.25
Unknown,US,40.0,-100.0,2020-01-26,5,0,0,5,Americas,0.0,0.0
Unknown,Vietnam,14.058324,108.277199,2020-01-26,2,0,0,2,Western Pacific,0.0,0.0
New South Wales,Australia,-33.8688,151.2093,2020-01-27,4,0,0,4,Western Pacific,0.0,0.0
Victoria,Australia,-37.8136,144.9631,2020-01-27,1,0,0,1,Western Pacific,0.0,0.0
Unknown,Cambodia,11.55,104.9167,2020-01-27,1,0,0,1,Western Pacific,0.0,0.0
Ontario,Canada,51.2538,-85.3232,2020-01-27,1,0,0,1,Americas,0.0,0.0
Anhui,China,31.8257,117.2264,2020-01-27,70,0,0,70,Western Pacific,0.0,0.0
Beijing,China,40.1824,116.4142,2020-01-27,80,1,2,77,Western Pacific,0.0125,0.025
Chongqing,China,30.0572,107.874,2020-01-27,110,0,0,110,Western Pacific,0.0,0.0
Fujian,China,26.0789,117.9874,2020-01-27,59,0,0,59,Western Pacific,0.0,0.0
Gansu,China,35.7518,104.2861,2020-01-27,14,0,0,14,Western Pacific,0.0,0.0
Guangdong,China,23.3417,113.4244,2020-01-27,151,0,4,147,Western Pacific,0.0,0.026490066225165563
Guangxi,China,23.8298,108.7881,2020-01-27,46,0,0,46,Western Pacific,0.0,0.0
Guizhou,China,26.8154,106.8748,2020-01-27,7,0,0,7,Western Pacific,0.0,0.0
Hainan,China,19.1959,109.7453,2020-01-27,33,1,0,32,Western Pacific,0.030303030303030304,0.0
Hebei,China,39.549,116.1306,2020-01-27,18,1,0,17,Western Pacific,0.05555555555555555,0.0
Heilongjiang,China,47.862,127.7615,2020-01-27,21,1,0,20,Western Pacific,0.047619047619047616,0.0
Henan,China,37.8957,114.9042,2020-01-27,128,1,0,127,Western Pacific,0.0078125,0.0
Hong Kong,China,22.3,114.2,2020-01-27,8,0,0,8,Western Pacific,0.0,0.0
Hubei,China,30.9756,112.2707,2020-01-27,1423,76,45,1302,Western Pacific,0.05340829234012649,0.03162333099086437
Hunan,China,27.6104,111.7088,2020-01-27,100,0,0,100,Western Pacific,0.0,0.0
Inner Mongolia,China,44.0935,113.9448,2020-01-27,11,0,0,11,Western Pacific,0.0,0.0
Jiangsu,China,32.9711,119.455,2020-01-27,47,0,1,46,Western Pacific,0.0,0.02127659574468085
Jiangxi,China,27.614,115.7221,2020-01-27,72,0,2,70,Western Pacific,0.0,0.027777777777777776
Jilin,China,43.6661,126.1923,2020-01-27,6,0,0,6,Western Pacific,0.0,0.0
Liaoning,China,41.2956,122.6085,2020-01-27,27,0,0,27,Western Pacific,0.0,0.0
Macau,China,22.1667,113.55,2020-01-27,6,0,0,6,Western Pacific,0.0,0.0
Ningxia,China,37.2692,106.1655,2020-01-27,7,0,0,7,Western Pacific,0.0,0.0
Qinghai,China,35.7452,95.9956,2020-01-27,6,0,0,6,Western Pacific,0.0,0.0
Shaanxi,China,35.1917,108.8701,2020-01-27,35,0,0,35,Western Pacific,0.0,0.0
Shandong,China,36.3427,118.1498,2020-01-27,75,0,0,75,Western Pacific,0.0,0.0
Shanghai,China,31.202,121.4491,2020-01-27,53,1,3,49,Western Pacific,0.018867924528301886,0.05660377358490566
Shanxi,China,37.5777,112.2922,2020-01-27,13,0,0,13,Western Pacific,0.0,0.0
Sichuan,China,30.6171,102.7103,2020-01-27,69,0,0,69,Western Pacific,0.0,0.0
Tianjin,China,39.3054,117.323,2020-01-27,23,0,0,23,Western Pacific,0.0,0.0
Xinjiang,China,41.1129,85.2401,2020-01-27,5,0,0,5,Western Pacific,0.0,0.0
Yunnan,China,24.974,101.487,2020-01-27,26,0,0,26,Western Pacific,0.0,0.0
Zhejiang,China,29.1832,120.0934,2020-01-27,128,0,1,127,Western Pacific,0.0,0.0078125
Unknown,France,46.2276,2.2137,2020-01-27,3,0,0,3,Europe,0.0,0.0
Unknown,Germany,51.165691,10.451526,2020-01-27,1,0,0,1,Europe,0.0,0.0
Unknown,Japan,36.204824,138.252924,2020-01-27,4,0,1,3,Western Pacific,0.0,0.25
Unknown,South Korea,35.907757,127.766922,2020-01-27,4,0,0,4,Western Pacific,0.0,0.0
Unknown,Malaysia,4.210484,101.975766,2020-01-27,4,0,0,4,Western Pacific,0.0,0.0
Unknown,Nepal,28.1667,84.25,2020-01-27,1,0,0,1,South-East Asia,0.0,0.0
Unknown,Singapore,1.2833,103.8333,2020-01-27,5,0,0,5,Western Pacific,0.0,0.0
Unknown,Sri Lanka,7.873054,80.771797,2020-01-27,1,0,0,1,South-East Asia,0.0,0.0
Unknown,Taiwan*,23.7,121.0,2020-01-27,5,0,0,5,Western Pacific,0.0,0.0
Unknown,Thailand,15.870032,100.992541,2020-01-27,8,0,2,6,South-East Asia,0.0,0.25
Unknown,US,40.0,-100.0,2020-01-27,5,0,0,5,Americas,0.0,0.0
Unknown,Vietnam,14.058324,108.277199,2020-01-27,2,0,0,2,Western Pacific,0.0,0.0
New South Wales,Australia,-33.8688,151.2093,2020-01-28,4,0,0,4,Western Pacific,0.0,0.0
Victoria,Australia,-37.8136,144.9631,2020-01-28,1,0,0,1,Western Pacific,0.0,0.0
Unknown,Cambodia,11.55,104.9167,2020-01-28,1,0,0,1,Western Pacific,0.0,0.0
British Columbia,Canada,53.7267,-127.6476,2020-01-28,1,0,0,1,Americas,0.0,0.0
Ontario,Canada,51.2538,-85.3232,2020-01-28,1,0,0,1,Americas,0.0,0.0
Anhui,China,31.8257,117.2264,2020-01-28,106,0,0,106,Western Pacific,0.0,0.0
Beijing,China,40.1824,116.4142,2020-01-28,91,1,4,86,Western Pacific,0.01098901098901099,0.04395604395604396
Chongqing,China,30.0572,107.874,2020-01-28,132,0,0,132,Western Pacific,0.0,0.0
Fujian,China,26.0789,117.9874,2020-01-28,80,0,0,80,Western Pacific,0.0,0.0
Gansu,China,35.7518,104.2861,2020-01-28,19,0,0,19,Western Pacific,0.0,0.0
Guangdong,China,23.3417,113.4244,2020-01-28,207,0,4,203,Western Pacific,0.0,0.01932367149758454
Guangxi,China,23.8298,108.7881,2020-01-28,51,0,2,49,Western Pacific,0.0,0.0392156862745098
Guizhou,China,26.8154,106.8748,2020-01-28,9,0,0,9,Western Pacific,0.0,0.0
Hainan,China,19.1959,109.7453,2020-01-28,40,1,0,39,Western Pacific,0.025,0.0
Hebei,China,39.549,116.1306,2020-01-28,33,1,0,32,Western Pacific,0.030303030303030304,0.0
Heilongjiang,China,47.862,127.7615,2020-01-28,33,1,0,32,Western Pacific,0.030303030303030304,0.0
Henan,China,37.8957,114.9042,2020-01-28,168,1,0,167,Western Pacific,0.005952380952380952,0.0
Hong Kong,China,22.3,114.2,2020-01-28,8,0,0,8,Western Pacific,0.0,0.0
Hubei,China,30.9756,112.2707,2020-01-28,3554,125,80,3349,Western Pacific,0.03517163759144626,0.022509848058525603
Hunan,China,27.6104,111.7088,2020-01-28,143,0,0,143,Western Pacific,0.0,0.0
Inner Mongolia,China,44.0935,113.9448,2020-01-28,15,0,0,15,Western Pacific,0.0,0.0
Jiangsu,China,32.9711,119.455,2020-01-28,70,0,1,69,Western Pacific,0.0,0.014285714285714285
Jiangxi,China,27.614,115.7221,2020-01-28,109,0,3,106,Western Pacific,0.0,0.027522935779816515
Jilin,China,43.6661,126.1923,2020-01-28,8,0,0,8,Western Pacific,0.0,0.0
Liaoning,China,41.2956,122.6085,2020-01-28,34,0,0,34,Western Pacific,0.0,0.0
Macau,China,22.1667,113.55,2020-01-28,7,0,0,7,Western Pacific,0.0,0.0
Ningxia,China,37.2692,106.1655,2020-01-28,11,0,0,11,Western Pacific,0.0,0.0
Qinghai,China,35.7452,95.9956,2020-01-28,6,0,0,6,Western Pacific,0.0,0.0
Shaanxi,China,35.1917,108.8701,2020-01-28,46,0,0,46,Western Pacific,0.0,0.0
Shandong,China,36.3427,118.1498,2020-01-28,95,0,0,95,Western Pacific,0.0,0.0
Shanghai,China,31.202,121.4491,2020-01-28,66,1,4,61,Western Pacific,0.015151515151515152,0.06060606060606061
Shanxi,China,37.5777,112.2922,2020-01-28,27,0,0,27,Western Pacific,0.0,0.0
Sichuan,China,30.6171,102.7103,2020-01-28,90,0,0,90,Western Pacific,0.0,0.0
Tianjin,China,39.3054,117.323,2020-01-28,24,0,0,24,Western Pacific,0.0,0.0
Xinjiang,China,41.1129,85.2401,2020-01-28,10,0,0,10,Western Pacific,0.0,0.0
Yunnan,China,24.974,101.487,2020-01-28,44,0,0,44,Western Pacific,0.0,0.0
Zhejiang,China,29.1832,120.0934,2020-01-28,173,0,3,170,Western Pacific,0.0,0.017341040462427744
Unknown,France,46.2276,2.2137,2020-01-28,4,0,0,4,Europe,0.0,0.0
Unknown,Germany,51.165691,10.451526,2020-01-28,4,0,0,4,Europe,0.0,0.0
Unknown,Japan,36.204824,138.252924,2020-01-28,7,0,1,6,Western Pacific,0.0,0.14285714285714285
Unknown,South Korea,35.907757,127.766922,2020-01-28,4,0,0,4,Western Pacific,0.0,0.0
Unknown,Malaysia,4.210484,101.975766,2020-01-28,4,0,0,4,Western Pacific,0.0,0.0
Unknown,Nepal,28.1667,84.25,2020-01-28,1,0,0,1,South-East Asia,0.0,0.0
Unknown,Singapore,1.2833,103.8333,2020-01-28,7,0,0,7,Western Pacific,0.0,0.0
Unknown,Sri Lanka,7.873054,80.771797,2020-01-28,1,0,0,1,South-East Asia,0.0,0.0
